wayId,cycleway,length,coordinates
35210423,opposite,184.49991398198986,"[(46.3844454, 6.2349527), (46.3845086, 6.2350017), (46.3846364, 6.2350701), (46.3847374, 6.2351091), (46.384767, 6.2351206), (46.3848769, 6.2351319), (46.3850196, 6.2351386), (46.385187, 6.2351127), (46.385359, 6.235005), (46.3854384, 6.2349553), (46.3855072, 6.2349093), (46.3857816, 6.2347194), (46.385855, 6.2346495), (46.385983, 6.2345275)]"
35217833,lane,261.57262685377634,"[(46.4925249, 6.7116628), (46.4919535, 6.7124906), (46.4917589, 6.7127615), (46.4916036, 6.7130053), (46.4914582, 6.7132766), (46.4911716, 6.7139073), (46.4910181, 6.7142587)]"
35217839,lane,327.3619620344484,"[(46.4855376, 6.7536614), (46.4855222, 6.7536773), (46.484901, 6.7543162), (46.4847289, 6.7545255), (46.484695, 6.7545702), (46.4845987, 6.7546973), (46.4845044, 6.7548461), (46.4844115, 6.7550195), (46.4843306, 6.7552038), (46.4842257, 6.7554815), (46.4840557, 6.7559316), (46.4840111, 6.7560495), (46.4839059, 6.7562667), (46.4837922, 6.7564824), (46.483605, 6.7567929)]"
35217840,lane,154.49900700372632,"[(46.4821376, 6.7583857), (46.4820496, 6.7584618), (46.4819339, 6.758574), (46.4817979, 6.758716), (46.4816364, 6.7589021), (46.4814581, 6.7591262), (46.4812867, 6.7593738), (46.4811563, 6.7595828), (46.4810915, 6.7596953)]"
35217841,lane,261.8599395379131,"[(46.474337, 6.779567), (46.4743008, 6.7796896), (46.4742745, 6.7797973), (46.4742575, 6.77989), (46.4742443, 6.7799801), (46.4742367, 6.7800569), (46.474231, 6.7801392), (46.4742292, 6.7802293), (46.474232, 6.7803026), (46.4742353, 6.7803866), (46.4742433, 6.7804769), (46.4742557, 6.7805806), (46.4743364, 6.7811753), (46.474349, 6.7812906), (46.4743533, 6.7814245), (46.4743522, 6.7814977), (46.4743476, 6.7815621), (46.4743422, 6.7816241), (46.4743312, 6.7816973), (46.474307, 6.7818172), (46.4741633, 6.7824335), (46.4741404, 6.7825538), (46.4741199, 6.782678), (46.4740991, 6.7828385), (46.4740954, 6.7828847)]"
35217842,lane,432.37971591160743,"[(46.4746262, 6.7872233), (46.4746554, 6.7876364), (46.4746784, 6.7880464), (46.474699, 6.7884572), (46.4747002, 6.7886908), (46.4746922, 6.7889252), (46.4746741, 6.7891529), (46.4746467, 6.7893697), (46.4746161, 6.7895662), (46.4745779, 6.7897602), (46.4745396, 6.7899186), (46.4745001, 6.7900637), (46.4744108, 6.7903661), (46.4743176, 6.790685), (46.4742652, 6.7908653), (46.4742215, 6.7910282), (46.4741745, 6.7912278), (46.4741355, 6.7914233), (46.4739639, 6.7923173), (46.473901, 6.7926646)]"
35217843,lane,841.4132955700265,"[(46.472436, 6.7996059), (46.4723104, 6.7999085), (46.4722407, 6.8000814), (46.4721829, 6.8002348), (46.4721011, 6.8004738), (46.472047, 6.8006567), (46.4720096, 6.8008045), (46.4719607, 6.8010114), (46.4719345, 6.80114), (46.4719101, 6.801298), (46.4718881, 6.8014484), (46.4718595, 6.8016955), (46.4718333, 6.8019562), (46.4717591, 6.8029871), (46.4717087, 6.8036876), (46.4716825, 6.8039909), (46.4716604, 6.8041965), (46.4716256, 6.80448), (46.4715967, 6.8046841), (46.4715501, 6.8049588), (46.4714742, 6.8053455), (46.4713342, 6.8059676), (46.4711505, 6.8067784), (46.4711084, 6.806993), (46.4710412, 6.8073527), (46.4710026, 6.8076118), (46.4709733, 6.8078556), (46.4709501, 6.8081041), (46.470931, 6.8083482), (46.4709151, 6.8086263), (46.4708989, 6.8089719), (46.4708582, 6.810056), (46.4708504, 6.8102188)]"
35217844,lane,521.777339383323,"[(46.473901, 6.7926646), (46.4738286, 6.7930497), (46.4737716, 6.7933393), (46.4737082, 6.793615), (46.4736746, 6.7937384), (46.4735989, 6.7939722), (46.4735184, 6.7942069), (46.4734672, 6.794344), (46.473406, 6.7944935), (46.4733139, 6.7946894), (46.4731439, 6.7950332), (46.473038, 6.7952573), (46.4729705, 6.7954097), (46.4729414, 6.7954904), (46.4728943, 6.7956345), (46.4728546, 6.7957815), (46.4728201, 6.7959298), (46.4727946, 6.7960722), (46.4727785, 6.7961914), (46.4727668, 6.7963091), (46.4727581, 6.7964647), (46.4727517, 6.7966556), (46.4727482, 6.7967479), (46.4727202, 6.7975761), (46.4727142, 6.7977656), (46.4727089, 6.7979166), (46.4726983, 6.7982644), (46.4726892, 6.798482), (46.4726807, 6.7985966), (46.4726704, 6.7987044), (46.4726549, 6.7988267), (46.4726356, 6.7989365), (46.4726134, 6.7990506)]"
35220425,lane,13.978111653366073,"[(46.4714698, 6.8531064), (46.4713486, 6.8530579)]"
35339308,lane,165.1839452289661,"[(46.5580845, 6.6813874), (46.5580648, 6.6814086), (46.5579789, 6.6815009), (46.5579388, 6.6815504), (46.5577831, 6.6817591), (46.5574893, 6.6821658), (46.5574493, 6.6822278), (46.5573965, 6.6823112), (46.5573569, 6.6823801), (46.557334, 6.6824199), (46.5573064, 6.6824803), (46.5572828, 6.6825399), (46.5572532, 6.6826351), (46.5572304, 6.6827328), (46.5572179, 6.6828197), (46.5572138, 6.6828951), (46.5572145, 6.6829541), (46.5572198, 6.6830329)]"
35339309,lane,328.0291577517744,"[(46.5673808, 6.677097), (46.5673082, 6.6771101), (46.5668983, 6.6771887), (46.5667385, 6.6772198), (46.5661991, 6.6773233), (46.5657587, 6.6774188), (46.5649999, 6.6775734), (46.5649117, 6.6775965), (46.5648564, 6.6776141), (46.5647627, 6.6776483), (46.5646512, 6.6776927), (46.5644702, 6.677771)]"
35593543,opposite,113.49524606839833,"[(46.5363689, 6.6409234), (46.5365499, 6.640676), (46.5365814, 6.6406466), (46.5367748, 6.6404664), (46.5370592, 6.6402075), (46.5371514, 6.6400024)]"
35766505,lane,232.15725081976723,"[(46.5694504, 6.6766919), (46.5692469, 6.6767396), (46.5673808, 6.677097)]"
35767079,crossing,30.93891354196143,"[(46.5189555, 6.5744388), (46.5189159, 6.5744621), (46.5188849, 6.5744803), (46.5188455, 6.5745035), (46.5187994, 6.5745306), (46.5187533, 6.5745577), (46.5186976, 6.5745904)]"
35920888,opposite_lane,206.05256933375117,"[(46.5429184, 6.6069384), (46.5428644, 6.6069898), (46.5425199, 6.6073932), (46.5421373, 6.6078463), (46.5418478, 6.6080788), (46.5415399, 6.60829), (46.5414748, 6.6083752), (46.5414248, 6.6084883)]"
35997064,no,142.6655464621101,"[(46.5434703, 6.6235992), (46.5433161, 6.6234955), (46.5431662, 6.6233671), (46.5430689, 6.6232677), (46.5429236, 6.6231003), (46.5428029, 6.6229337), (46.5427723, 6.6228914), (46.5426557, 6.6227127), (46.5425713, 6.6225834), (46.5425194, 6.6224709), (46.5424973, 6.622423)]"
36892358,lane,614.1789411293599,"[(46.44602, 6.8785422), (46.4459489, 6.8786712), (46.4458688, 6.8787762), (46.4457865, 6.8788522), (46.4457226, 6.8789036), (46.4456432, 6.8789494), (46.445093, 6.8791577), (46.443567, 6.8797125), (46.4434267, 6.8797703), (46.4433013, 6.8798341), (46.4432666, 6.8798553), (46.4430763, 6.8799948), (46.4429525, 6.8801038), (46.4428528, 6.880221), (46.4427911, 6.8803092), (46.4426934, 6.8804654), (46.442476, 6.8808899), (46.4422127, 6.8814251), (46.4420123, 6.881837), (46.4419501, 6.882), (46.44191, 6.8821564), (46.4418874, 6.8822969), (46.4418725, 6.8824759), (46.4418723, 6.8826135), (46.4418838, 6.8828125)]"
36892360,lane,189.26665663293142,"[(46.4683874, 6.8309891), (46.4683833, 6.8313022), (46.4683685, 6.83239), (46.4683622, 6.8328538), (46.4683605, 6.8329801), (46.4683569, 6.8332184), (46.4683516, 6.8333388), (46.4683483, 6.8334525)]"
37279537,lane,180.3201229188588,"[(46.2246506, 7.0036083), (46.2245895, 7.0036232), (46.2245217, 7.003642), (46.224455, 7.0036615), (46.224249, 7.0037432), (46.2239661, 7.003911), (46.2236295, 7.0041536), (46.2231688, 7.0045006), (46.2231623, 7.0045055)]"
38319535,shared_lane,298.01299801887825,"[(46.5360525, 6.5682145), (46.5360859, 6.5682217), (46.5362492, 6.5682528), (46.5363844, 6.568268), (46.5364019, 6.5682675), (46.5365094, 6.5682645), (46.5365832, 6.5682489), (46.5366323, 6.5682334), (46.5367085, 6.5682024), (46.5368035, 6.5681637), (46.5368987, 6.5681158), (46.5372335, 6.5679506), (46.5373712, 6.5679312), (46.5374386, 6.5679433), (46.5377229, 6.5679941), (46.5378767, 6.5680216), (46.5380441, 6.5680465), (46.5381836, 6.5680708), (46.5384142, 6.5680676), (46.5385261, 6.5680682), (46.5386918, 6.5680682)]"
38612538,lane,544.7429351124689,"[(46.5485487, 6.5532768), (46.5485153, 6.5533918), (46.5484783, 6.5535039), (46.5484091, 6.5536448), (46.5482171, 6.5540003), (46.5481669, 6.5540926), (46.5481128, 6.5541918), (46.5479867, 6.5544144), (46.5479595, 6.5544638), (46.547814, 6.554731), (46.5475951, 6.5551276), (46.5475527, 6.5552109), (46.5475302, 6.5552519), (46.5474387, 6.5554177), (46.5473864, 6.5555138), (46.5471398, 6.5559599), (46.547022, 6.5561658), (46.5467575, 6.5566521), (46.5467287, 6.5567063), (46.5466829, 6.5567926), (46.5465832, 6.5569752), (46.5464281, 6.5572579), (46.546318, 6.5574586), (46.5462277, 6.5576221), (46.5455393, 6.5588723)]"
38883221,lane,124.70208015766592,"[(46.5805082, 6.6070532), (46.580143, 6.6078988), (46.5799068, 6.6084265)]"
39268532,lane,516.063127046937,"[(46.8668103, 6.7512595), (46.8670589, 6.7515162), (46.8672972, 6.751743), (46.8675454, 6.7519666), (46.8677766, 6.7521575), (46.8680194, 6.75235), (46.8683597, 6.7525943), (46.8685999, 6.7527537), (46.8688554, 6.7529141), (46.869081, 6.7530503), (46.8705996, 6.7539206), (46.870698, 6.7539713), (46.8707779, 6.7540049), (46.8708694, 6.7540382), (46.8709224, 6.7540513), (46.8709592, 6.7540637), (46.8710048, 6.754088)]"
39268533,lane,318.1839152448406,"[(46.8544742, 6.7230643), (46.8548224, 6.7233853), (46.8549647, 6.7235157), (46.8553198, 6.7238938), (46.8556417, 6.7242371), (46.8560761, 6.7247032), (46.8562419, 6.7248853), (46.8563959, 6.7250915), (46.8564686, 6.7251959), (46.8565369, 6.7253201), (46.8566535, 6.7255561), (46.8566948, 6.7256503)]"
40287428,lane,643.6412725675576,"[(46.4910181, 6.7142587), (46.4908034, 6.7147159), (46.4906371, 6.7150095), (46.490478, 6.7152751), (46.4903779, 6.7154423), (46.4901721, 6.7158036), (46.4899738, 6.716188), (46.4893638, 6.717429), (46.4889854, 6.7181925), (46.4887328, 6.7186522), (46.4885089, 6.7190318), (46.4883205, 6.7193276), (46.4881354, 6.7196258), (46.487969, 6.7199267), (46.4876853, 6.7205076), (46.4875019, 6.7209074)]"
40773210,opposite,100.22182692524528,"[(46.4471481, 6.2348726), (46.4470936, 6.234878), (46.4469347, 6.2348472), (46.4467822, 6.2348083), (46.4466566, 6.2347669), (46.4466164, 6.2347439), (46.4465799, 6.2347231), (46.4464337, 6.2346285), (46.4463776, 6.2345922), (46.4462908, 6.2345236)]"
41080765,no,109.53021717931101,"[(46.4641587, 6.8982502), (46.4641356, 6.8983831), (46.4641317, 6.8986066), (46.4641326, 6.8988184), (46.4641182, 6.8989452), (46.4640972, 6.8990699), (46.4640496, 6.8993616), (46.464018, 6.899655)]"
44215502,opposite,20.462189737041676,"[(46.5146915, 6.6511336), (46.5147443, 6.651168), (46.5148594, 6.6512429)]"
44314703,opposite,138.8012936770843,"[(46.5218121, 6.6485798), (46.5219184, 6.6486709), (46.5221661, 6.6488831), (46.5222134, 6.6489177), (46.522252, 6.6489402), (46.5223064, 6.6489353), (46.5223457, 6.6489288), (46.5223896, 6.6489122), (46.5224243, 6.6488931), (46.5224825, 6.6488494), (46.5225298, 6.6487896), (46.5228267, 6.6483233)]"
44660098,opposite,102.03401692896306,"[(46.5187042, 6.631221), (46.5186079, 6.6309806), (46.5185336, 6.6307191), (46.5183949, 6.6302205), (46.5183818, 6.6301736), (46.5183214, 6.6300154)]"
44694281,opposite,225.5790813003045,"[(46.519259, 6.6095341), (46.5197946, 6.608406), (46.5198455, 6.6083001), (46.5199857, 6.6080984), (46.5202248, 6.6075791), (46.5203808, 6.6071959), (46.5203835, 6.6071098)]"
44854829,lane,99.55901583173187,"[(46.4418838, 6.8828125), (46.4418935, 6.8829166), (46.4419454, 6.8835217), (46.4419659, 6.8836611), (46.442007, 6.8838303), (46.4420531, 6.8839602), (46.4421016, 6.8840487)]"
44854830,lane,366.5000907879285,"[(46.4478743, 6.8739905), (46.4478687, 6.8739967), (46.447696, 6.8741746), (46.4476736, 6.8742026), (46.4475282, 6.8743858), (46.4474077, 6.8745799), (46.4472918, 6.8748074), (46.4471933, 6.8750347), (46.4471018, 6.8752855), (46.4469639, 6.8759268), (46.4469207, 6.8760656), (46.4463456, 6.8776205), (46.4462762, 6.8778154), (46.4462048, 6.87802)]"
45282972,lane,75.2635753778713,"[(46.5352167, 6.6207414), (46.535272, 6.6207256), (46.5353976, 6.6206739), (46.5354873, 6.6206207), (46.535622, 6.6205216), (46.5357382, 6.6204149), (46.5358078, 6.6203018)]"
45564548,lane,12.814635734190457,"[(46.5167321, 6.6109273), (46.5167178, 6.611093)]"
45652325,lane,338.78857060994045,"[(46.4579673, 6.3230787), (46.4579039, 6.3231106), (46.4578322, 6.3231781), (46.4576868, 6.3233666), (46.4575974, 6.3235219), (46.4573408, 6.3240279), (46.4572817, 6.3241508), (46.4567684, 6.3251829), (46.4562662, 6.3261955), (46.4562005, 6.3263194), (46.4560849, 6.3265093)]"
45652336,opposite,99.87408257047848,"[(46.4656834, 6.3780738), (46.4656481, 6.378208), (46.4656083, 6.3784014), (46.4655735, 6.3786448), (46.465554, 6.3788925), (46.4655506, 6.3790833), (46.4655445, 6.3793493)]"
45743591,opposite,54.12860763474738,"[(46.5370188, 6.6325603), (46.5370377, 6.6326438), (46.5371166, 6.6331447), (46.5371415, 6.6332422)]"
45746512,opposite,113.51519950680695,"[(46.538263, 6.6247634), (46.5383031, 6.6252549), (46.5384234, 6.6260412), (46.5384827, 6.6261988)]"
45781453,opposite,84.13025671001114,"[(46.5250475, 6.6271227), (46.5250266, 6.6271023), (46.5249085, 6.6269827), (46.5248347, 6.6269153), (46.5247739, 6.6268348), (46.5247105, 6.6267693), (46.5245176, 6.6265542), (46.524492, 6.6265151), (46.5244623, 6.6264405)]"
45838372,lane,145.21364623363172,"[(46.5288827, 6.6145982), (46.5288304, 6.6147096), (46.5286113, 6.6150567), (46.5284631, 6.6153353), (46.5284048, 6.6154589), (46.5281546, 6.615989), (46.5280993, 6.6161086)]"
45873086,opposite,37.21944984630617,"[(46.5131322, 6.6393933), (46.5127985, 6.6393536)]"
45873087,opposite,45.101490512910054,"[(46.5127985, 6.6393536), (46.5123957, 6.6392831)]"
46895720,lane,494.4830690693838,"[(46.5230772, 6.5749608), (46.5230925, 6.5749887), (46.5233573, 6.575464), (46.5241196, 6.5767639), (46.524418, 6.5772571), (46.5245415, 6.5774849), (46.5246093, 6.5776299), (46.5246631, 6.5777637), (46.5247073, 6.5778894), (46.5247595, 6.578058), (46.5248013, 6.5782429), (46.5248234, 6.57836), (46.5248394, 6.5785042), (46.5248603, 6.5788816), (46.5249099, 6.5797007), (46.5249243, 6.579939), (46.5249484, 6.5801929), (46.525001, 6.5805004), (46.5250038, 6.5805158)]"
46913065,opposite,116.9885070485237,"[(46.5292056, 6.6170518), (46.5291996, 6.6169335), (46.5292085, 6.616806), (46.5291895, 6.6165651), (46.5291957, 6.616412), (46.5291937, 6.6160918), (46.5291926, 6.6160315), (46.5292314, 6.6160121), (46.5295291, 6.6159145)]"
46944780,no,39.62627843405161,"[(46.3186358, 6.9609445), (46.3186561, 6.9609552), (46.3186787, 6.9609593), (46.3187036, 6.9609516), (46.3187214, 6.9609388), (46.3187348, 6.9609181), (46.3187706, 6.9608108), (46.3187719, 6.9607736), (46.3187667, 6.9607377), (46.3187556, 6.9607105), (46.3187366, 6.9606883), (46.318712, 6.9606758), (46.3186919, 6.9606737), (46.3186712, 6.9606771)]"
46944781,lane,303.24237516359443,"[(46.3186358, 6.9609445), (46.3185735, 6.9611638), (46.3184956, 6.9614595), (46.3184361, 6.9617524), (46.3184228, 6.9618791), (46.3184185, 6.9620336), (46.3184332, 6.9624304), (46.3184744, 6.9628675), (46.318485, 6.9631251), (46.3184811, 6.9632432), (46.3184736, 6.9633452), (46.3184455, 6.9635721), (46.31841, 6.96386), (46.318407, 6.9640904), (46.3184137, 6.9641995), (46.3184209, 6.964297), (46.3184362, 6.9644225), (46.3184943, 6.9648036)]"
46953406,opposite,91.67951428865837,"[(46.5297911, 6.621775), (46.5298068, 6.6216903), (46.5300818, 6.6212558), (46.5301723, 6.6211128), (46.5303233, 6.6208742)]"
47085020,no,50.26009941980703,"[(46.3168259, 6.954096), (46.3168985, 6.9543521), (46.316908, 6.9543875), (46.3169158, 6.9544174), (46.3169925, 6.9546672), (46.3170017, 6.9546971)]"
47356349,opposite_lane,118.49992646377964,"[(46.5306542, 6.6306439), (46.5307094, 6.630541), (46.5307728, 6.6304384), (46.5308668, 6.6303377), (46.5310573, 6.6302432), (46.5311625, 6.630216), (46.5312109, 6.6302226), (46.5312661, 6.6302419), (46.5313513, 6.6303151), (46.5315095, 6.6305983)]"
47366249,lane,160.35451778172504,"[(46.5333009, 6.6198112), (46.5333965, 6.6199245), (46.5336072, 6.6201229), (46.5338174, 6.6202839), (46.5338276, 6.6202917), (46.5339087, 6.620381), (46.5345556, 6.6208277)]"
47367993,lane,131.19692698096608,"[(46.5395557, 6.6103328), (46.5393773, 6.6104937), (46.5392281, 6.6106284), (46.5389635, 6.6108439), (46.5388947, 6.6109), (46.5388583, 6.6109268), (46.5386257, 6.6110978), (46.5385274, 6.61117)]"
47370214,lane,54.28997822682248,"[(46.5198138, 6.6300485), (46.5198026, 6.6301003), (46.5197553, 6.6304761), (46.5197462, 6.6305697), (46.5197443, 6.6306003), (46.519731, 6.630745)]"
47371696,lane,19.55185574088893,"[(46.5385274, 6.61117), (46.5383671, 6.6112749)]"
47988706,opposite_lane,171.52255985240603,"[(46.5113664, 6.6339698), (46.5112746, 6.6340191), (46.5111435, 6.6341749), (46.5109314, 6.6344454), (46.5107207, 6.634714), (46.5104875, 6.6350145), (46.5103218, 6.6351649), (46.5101617, 6.6353493)]"
49325821,track,197.31250650529427,"[(46.5413591, 6.6566705), (46.5414756, 6.657182), (46.5415303, 6.6574349), (46.5415832, 6.6576894), (46.5415937, 6.6577464), (46.5416259, 6.6579934), (46.5416487, 6.6581477), (46.5416954, 6.6584), (46.5417237, 6.6585491), (46.5417544, 6.6586968), (46.5417922, 6.6588425), (46.5418344, 6.6589849), (46.5418849, 6.6591204)]"
49508771,opposite,174.41572045070075,"[(46.5381844, 6.646748), (46.5382369, 6.6467638), (46.5385165, 6.6470155), (46.5386514, 6.6471505), (46.5388613, 6.6473607), (46.5389383, 6.6474378), (46.5390297, 6.6475293), (46.5390521, 6.647553), (46.5391444, 6.6476506), (46.5391859, 6.6477026), (46.5392346, 6.6477635), (46.5393917, 6.6479602), (46.5394095, 6.6479795), (46.5394294, 6.647993), (46.5394786, 6.6479853)]"
49680382,no,504.39246697552454,"[(46.4766715, 6.8303459), (46.476644, 6.8301841), (46.4766172, 6.8300209), (46.4765503, 6.8296032), (46.476451, 6.8291899), (46.4764397, 6.8291427), (46.4763905, 6.8289761), (46.4763237, 6.8287498), (46.476254, 6.8285139), (46.476225, 6.8284157), (46.4761561, 6.8281741), (46.476075, 6.8278588), (46.4760365, 6.8275482), (46.4760357, 6.8273392), (46.4760349, 6.8271508), (46.4760487, 6.826795), (46.4760561, 6.8264383), (46.476037, 6.8262248), (46.4760177, 6.8260786), (46.4760114, 6.8260308), (46.475948, 6.8255527), (46.4759293, 6.8252635), (46.4759275, 6.8252362), (46.4759414, 6.8249553), (46.4759906, 6.8246329), (46.4760545, 6.8242656), (46.4760726, 6.8241617), (46.4760878, 6.8239756)]"
51569181,no,6.362115026670258,"[(46.7314425, 6.3849314), (46.731426, 6.3850111)]"
52679508,lane,19.332717147010726,"[(46.5228983, 6.5896856), (46.5228573, 6.5895798), (46.5227856, 6.5895006)]"
52703103,opposite,93.49255427125433,"[(46.3166593, 6.1919863), (46.3167324, 6.1920902), (46.3167673, 6.1921318), (46.3168733, 6.1922559), (46.3169361, 6.1923205), (46.3172107, 6.1925011), (46.3173243, 6.1925843), (46.3173572, 6.1926395)]"
52703216,opposite,133.78056161311713,"[(46.3569636, 6.2061856), (46.3570149, 6.2061588), (46.3572781, 6.2061368), (46.3574561, 6.2061243), (46.3576413, 6.2060999), (46.357761, 6.206071), (46.357952, 6.2060206), (46.3580869, 6.2059888), (46.3581556, 6.205997)]"
52703218,opposite,116.41174725670498,"[(46.3581556, 6.205997), (46.358255, 6.2062443), (46.3582827, 6.2063334), (46.3582811, 6.206361), (46.3582741, 6.2063789), (46.3582079, 6.206481), (46.3581657, 6.20653), (46.3580327, 6.20667), (46.3578514, 6.2068661), (46.3577642, 6.2069746), (46.3577056, 6.2070753)]"
54534354,no,506.1550000315469,"[(46.8336917, 6.6825623), (46.8338956, 6.6830727), (46.8342426, 6.6838995), (46.8345861, 6.6846359), (46.8349297, 6.6852383), (46.8352493, 6.6857127), (46.8355872, 6.6861295), (46.8359684, 6.6865216), (46.8362909, 6.6868132), (46.8368029, 6.6872375)]"
55563815,lane,56.71923788406096,"[(46.5218238, 6.6616784), (46.5220816, 6.6610405)]"
56131329,lane,31.89464510571331,"[(46.523773, 6.5922932), (46.523848, 6.5925004), (46.5238968, 6.5926678)]"
59747897,lane,158.8679999008129,"[(46.4725101, 6.8524721), (46.4725209, 6.8525663), (46.4725212, 6.8526612), (46.4725073, 6.8527626), (46.4724841, 6.852866), (46.4724322, 6.8530067), (46.4723747, 6.8531002), (46.4722833, 6.8531979), (46.4722164, 6.8532444), (46.4721366, 6.8532696), (46.4720314, 6.853289), (46.4719278, 6.8532803), (46.4718198, 6.8532622), (46.4717142, 6.8532231), (46.4715463, 6.8531429), (46.4714698, 6.8531064)]"
60217972,no,58.54165884820395,"[(46.4886639, 6.7299494), (46.4881765, 6.7302382)]"
60217973,no,55.03965962661645,"[(46.4886589, 6.7296883), (46.4886548, 6.7298047), (46.4886639, 6.7299494), (46.4887217, 6.7300787), (46.4888045, 6.730292), (46.4888207, 6.7303432)]"
60217975,no,62.02925698088333,"[(46.4888207, 6.7303432), (46.4887977, 6.7304213), (46.488652, 6.730651), (46.4884909, 6.7308368), (46.4884291, 6.7309057)]"
68681579,opposite,105.35012813003742,"[(46.3173572, 6.1926395), (46.317315, 6.1926788), (46.317276, 6.1927105), (46.3172322, 6.1927533), (46.3171809, 6.1928171), (46.3171237, 6.1928974), (46.3170491, 6.1929955), (46.3169871, 6.1930892), (46.3169119, 6.1932275), (46.3168782, 6.1932832), (46.3168273, 6.1933859), (46.3167381, 6.1935732), (46.3167155, 6.1936271)]"
68998093,lane,264.4745844380026,"[(46.7807431, 6.6516416), (46.7807345, 6.6516653), (46.7807243, 6.6516934), (46.7806996, 6.6517658), (46.7805297, 6.6522358), (46.7803856, 6.6526359), (46.7803558, 6.6527169), (46.7803236, 6.6528058), (46.7801789, 6.6532047), (46.7800064, 6.6536797), (46.7799448, 6.6538567), (46.7797997, 6.6542451), (46.7796292, 6.6547016)]"
68998095,lane,16.159966772023008,"[(46.7808128, 6.6514559), (46.7807431, 6.6516416)]"
77344583,lane,99.72827053362342,"[(46.5110098, 6.4978877), (46.5109729, 6.4978431), (46.5105745, 6.4973429), (46.5104143, 6.4971407), (46.5103307, 6.4970386)]"
78494710,lane,162.2759045603567,"[(46.535062, 6.6546505), (46.5349885, 6.6543256), (46.534929, 6.6540627), (46.5348115, 6.6534999), (46.5347887, 6.6533908), (46.5347447, 6.6531372), (46.5346778, 6.6526128)]"
79212487,opposite,229.43568349406223,"[(46.537821, 6.6390266), (46.537934, 6.6390447), (46.5382075, 6.6390966), (46.5382888, 6.6391124), (46.5384343, 6.6391383), (46.5387658, 6.6391612), (46.5388165, 6.6391502), (46.5393243, 6.6390377), (46.5397198, 6.6390086), (46.5398588, 6.6391012)]"
79363423,lane,188.07127855602673,"[(46.3139801, 6.9422726), (46.3139905, 6.9423627), (46.3142587, 6.944681)]"
79760612,lane,8.478087870351771,"[(46.7795722, 6.6489781), (46.7794996, 6.6489441)]"
84072952,lane,76.70074414328816,"[(46.3399382, 6.1643779), (46.3398547, 6.1644366), (46.3396408, 6.1648044), (46.3395573, 6.1649612), (46.3395039, 6.1651284)]"
87649883,lane,35.98230126921592,"[(46.5018978, 6.4857179), (46.5021387, 6.4859257), (46.5021749, 6.4859601)]"
88694998,lane,29.56526342078579,"[(46.521106, 6.584678), (46.5209963, 6.584327)]"
88954939,lane,45.58401567712678,"[(46.5171825, 6.5122111), (46.5172003, 6.5123664), (46.5172341, 6.5126272), (46.5172499, 6.5127969)]"
89802961,no,277.31703903077,"[(46.3205431, 6.1798006), (46.3205713, 6.1798413), (46.3207066, 6.1799499), (46.320736, 6.1799889), (46.3207592, 6.180045), (46.3208267, 6.1801783), (46.3209007, 6.1803238), (46.3209606, 6.180418), (46.3210112, 6.1804884), (46.3210467, 6.1805284), (46.3210905, 6.1805686), (46.3211271, 6.1805981), (46.3211615, 6.1806224), (46.3212389, 6.1806675), (46.321316, 6.1807011), (46.3214566, 6.1807835), (46.3215432, 6.1808313), (46.3218254, 6.1809872), (46.3219459, 6.1810412), (46.3220752, 6.1810954), (46.3221202, 6.1811156), (46.3222338, 6.1811875), (46.3223395, 6.1812544), (46.3224193, 6.1813069), (46.3224795, 6.1813485), (46.3225661, 6.181418), (46.3226334, 6.1814803), (46.3226726, 6.1815201)]"
91876765,opposite,55.26640732004462,"[(46.3819745, 6.1517316), (46.3819237, 6.1515715), (46.381881, 6.1514818), (46.3817944, 6.151323), (46.3816851, 6.1511541)]"
91902754,shared_lane,914.3973774118407,"[(46.4121112, 6.2505988), (46.4120001, 6.2505858), (46.4111304, 6.2505485), (46.410524, 6.2505242), (46.4102077, 6.250511), (46.4099415, 6.250503), (46.4089683, 6.2504593), (46.407965, 6.250429), (46.4078134, 6.2504123), (46.407679, 6.2503988), (46.4075274, 6.2503767), (46.4073785, 6.2503499), (46.407236, 6.2503095), (46.4071199, 6.2502766), (46.4069233, 6.2502118), (46.4064056, 6.2500107), (46.4047211, 6.2493489), (46.4045274, 6.2492703), (46.4041996, 6.2491467), (46.4040046, 6.2490706)]"
91903163,track,219.83258775844507,"[(46.413825, 6.2773681), (46.4145472, 6.2782816), (46.4146939, 6.2784449), (46.4153386, 6.2792074)]"
93933920,no,116.87434120241447,"[(46.7310579, 6.3861772), (46.7309916, 6.3863201), (46.7309025, 6.3865047), (46.73084, 6.3866276), (46.7307913, 6.3867232), (46.7307498, 6.3868004), (46.7307, 6.3868964), (46.7306506, 6.3869982), (46.730607, 6.3870941), (46.7305666, 6.3871894), (46.7305436, 6.3872465), (46.7305232, 6.387308), (46.7305053, 6.3873719), (46.7304872, 6.3874538)]"
94179675,no,84.21225630753362,"[(46.6557173, 6.639084), (46.6560076, 6.6394452), (46.6560768, 6.6397002), (46.6562202, 6.6398735)]"
94973821,no,44.13192811591884,"[(46.3923735, 6.2280588), (46.3923598, 6.2279899), (46.3923315, 6.2279555), (46.3922746, 6.227888), (46.3922197, 6.2278329), (46.3920807, 6.2276915)]"
95141342,lane,54.23687661409615,"[(46.3881203, 6.2253451), (46.3883, 6.2248973), (46.3883596, 6.2247308)]"
